 ,Subject,Content,Problem
202138,dar de alta un usuario en dos tenant de open stack de kilo,Hola Necesitaria que nos dieseis de alta al usuario tdaf-jenkins-ost En los tenants Â� -PaquinBot Â� -PacoBot Un saludo y muchas gracias Javier Martinez -------------------------------------------------------- Javier Martinez Ã�lvarez Head of Development -------------------------------------------------------- Telefonica I D Mov. Sendme a kudo http kudos.tid.es send jamaa Facebook http www.facebook.com javier.mieres Twitter jamaa Skype jamaa email javier.martinezalvareztelefonica.com mailto javier.martinezalvareztelefonica.com --------------------------------------------------------,add-users-to-tenant-kilo
202261,Acceso a tenant jetsetme-qa en openstack EPG,Hola Necesitaria poder entrar con mi usuario fms al tenant jetsetme-qa. Podeis darme acceso Muchas gracias Un saludo Paco,add-users-to-tenant
203128,Sitio ftp externo.,Hola Creo que hay un sitio ftp accesible desde Internet para transferencias puntuales de archivos. Como se puede utilizar nos dais un usuario clave temporal Seria para un tema puntual pero que ocupa gran volumen entre y GB. Muchas gracias. Saludos Javier.,add-ftp-user
204094,Ituser creacion nueva cuenta sftp,This message is an automated reply to your mail. Ituser creacion nueva cuenta sftp Includes the following TAG in the subject ITUSER when we send emails related to the ticket. You can send to the following address itusertid.es To see the content please follow the link below and use your TID user. http vmticket.hi.inet Ticket Display.htmlid ------------------- Hola necesitamos por favor una nueva cuenta por SSL en ftp.tid.es SSL user swissre ya me confirmais cuando este la verdad es que nos es urgente tenemos que pasar unos datos de varios gigas a unos suizos el lunes sin falta os agradeceria si lo pudieseis tener a lo largo de la mañana de hoy disculpad las prisas muchas gracias saludos -- ------------------------------------------- Ricardo de las Heras M M Insurance Telematics E-mail ricardo.delasherastelefonica.com F M Twitter rheras Telefonica I D ------------------------------------------- -------------------,add-ftp-user
204399,Usuario nuevo para proyecto -dod-dc,Hola Necesitamos que Jose Manuel incorporado a nuestro grupo tenga acceso al proyecto -dod-dc de OpenStack - Jose Manuel Usero Mainer DNI.- F Matricula HIjmum Gracias Eduardo Garcia,add-users-to-tenant
204423,Acceso a tenants,Hola Necesito que habiliteis acceso al usuario de Jesus Iglesias Garcia b.jig a los siguientes tenants .- -Alexia-dev .- -Alexia-pro .- -ci Muchas gracias cid image .png D .EE EB Borja Marcos Suarez Development Culture Telefonica I D Distrito C â Edificio Oeste Ronda de la Comunicacion s n Madrid â España Send me a Kudo http kudos.tid.es send borjamarcos Tlf Skype borja.marcos.suarez cid image .png D .EE EB b mailto borja.marcossuareztelefonica.com orja.marcossuareztelefonica.com mailto borja.marcossuareztelefonica.com,add-users-to-tenant-kilo
205403,Creacion de wiki para smart notifications,hola En la iniciativa Smart Notifications Innovation Project necesitamos una wiki. Os agradeceriamos que la url fuera smart.notifications o smartnotifications Un saludo. Orestes. -- If you think its expensive to hire a professional to do the job wait until you hire an amateur. - Red Adair,create-wiki
210650,solicito tenant pruebas en OST-kilo,Buenos dias Solicito un tenant de pruebas en el Openstack-kilo https openstack-epg.hi.inet Un saludo,add-users-to-tenant-kilo
210752,Añadir usuarios a openstack EPG en grupos jetsetme jetsetme-qa y jetsetme,Hola Cuando podais por favor añadid a los siguientes usuarios pmbh frsela A los tenant del openstack de EPG jetsetme jetsetme-qa y jetsetme . Muchas gracias Un saludo Paco,add-users-to-tenant
210997,Actualizar nuestro tenant a OST nuevo,Hola Actualmente estamos usando una version de Openstack donde estamos apuntando a https prod-epg-ostlb-vip.hi.inet v . entrando desde https openstack.hi.inet dashboard . Por lo que tengo entendido se ha migrado a otra version y necesitamos que nuestro tenant actual OS TENANT ID e c a f b e f OS TENANT NAME â � pasarlo al nuevo OST que tenemos. Seria posible Un saludo David David Perales Ferrera mailto david.peralesferreratelefonica.com Telefonica Cloud Tel Development Lead Manager Global Cloud Services Distrito Telefonica Oeste building th floor Ronda de la Comunicacion s n Madrid Spain https cloud.nos-eu-mad- .instantservers.telefonica.com signature web.gif https cloud.nos-eu-mad- .instantservers.telefonica.com signature join.gif https cloud.nos-eu-mad- .instantservers.telefonica.com signature link.gif http www.cloud.telefonica.com https cloud.nos-eu-mad- .instantservers.telefonica.com signature twitter.gif https twitter.com TelefonicaCloud https cloud.nos-eu-mad- .instantservers.telefonica.com signature linkedin.gif https www.linkedin.com company Telefonica-Cloud https cloud.nos-eu-mad- .instantservers.telefonica.com signature youtube.gif https www.youtube.com channel UCIeydVIvb CP Kcr rto HA https cloud.nos-eu-mad- .instantservers.telefonica.com signature cloud.gif https cloud.nos-eu-mad- .instantservers.telefonica.com signature telefonica.gif Cloud,add-users-to-tenant-kilo
211670,Añadir el usuario b.rce al tenant -test,Buenas. Paco Lain ya esta al tanto de este tema. Necesitamos que el usuario b.rce tenga acceso al tenant -test. Como adicional nos gustaria que los siguientes usuarios tambien tuvieran acceso - oeq - jah Gracias por adelantado. Saludos.,add-users-to-tenant-kilo
211896,usuario ftp,Buenas tardes Solicito un usuario ftp para la descarga de logs de la maquina dev-gbic-cartodb- .aislada tras la conversacion mantenida con Jaime Valero. Muchas gracias y un saludo,add-ftp-user
212741,Implementacion servidor de ftp para recogida de informacion.,Hola Necesitamos habilitar un servicio de ftp con ip fija para que un departamento de Telefonica del Peru nos envie informacion periodicamente cual es el procedimiento para solicitarlo Hay que solicitar un servidor en la dmz Saludos y muchas gracias,add-ftp-user
213110,Volcado a imágenes de máquinas de compilacion,Hola En el proyecto RPM hay varias maquinas que usabamos para construir el SW y que vamos a transferir a otra empresa. Os consulte hace unas semanas si era posible y me comentasteis que si que era posible volcarlos a OVF. Las maquinas en cuestion son - ci-telehealth- .hi.inet - ci-chronic .hi.inet Saludos David. David Gutierrez Fernandez Telefonica I D Technical Product Manager M C Avenida del Conocimiento Edificio I D Armilla. Granada,add-ftp-user
213588,Acceso a tenant -botcorn,Buenas tardes Necesitaria que el usuario tdaf-jenkins-ost tenga acceso al tenant -botcorn. Gracias y un saludo.,add-users-to-tenant-kilo
214094,Nueva wiki publica portal de provisiones dSN,Hola Necesitamos una nueva Wiki publica para en nuevo portal de provisiones del dSN. Debe tener una raiz de este estilo https wikis.tid.es dsn.provisiones index.php Main Page https wikis.tid.es dsmc index.php Main Page Debe ser read only para cualquier usuario de TID o de la rama de dSN de TID y que editable por los equipos de operaciones y por redes del dSN. Consultad conmigo cualquiera aclaracion al respecto. Gracias Un saludo. Israel Gutierrez Garcia IT Technical Engineer â � israel gutierrezanadat.es mailto israel gutierrezanadat.es Parque Empresarial Rivas Futura C Marie Curie Edif. Beta. - Madrid www.anadat.es http www.anadat.es Disclaimer Email Descripcion ZA https twitter.com anadat es Descripcion ZA http es.linkedin.com pub anadat-consulting De manera general ANADAT CONSULTING S. L. garantiza la adopcion de las medidas necesarias para asegurar el tratamiento confidencial de los datos de caracter personal y le ofrece la posibilidad de ejercer su derecho de acceso rectificacion cancelacion y oposicion al tratamiento de sus datos personales en los terminos y condiciones previstos en la propia LOPD a traves del correo electronico rrhhanadat.es mailto rrhhanadat.es . La informacion confidencial que pudiera contener este mensaje esta destinada para ser leida unicamente por el destinatario. Nadie excepto el podra leer usar publicar o reproducir el contenido parcial o total de este mensaje. En caso de recibir un mensaje por error por favor notifiquelo al remitente lo antes posible.,create-wiki
214273,Habilitar el acceso al tenant -bigdata de OST EPG kilo para una lista de usuarios,Buenas. En Insurance Telematics tenemos el tenant -bigdata en el que solo tengo acceso yo y me gustaria añadir a los siguientes compañeros en copia de este correo - Oscar Erades oeq - Guillermo Zarzuelo gzr - Alejandro Rodriguez arv Gracias por adelantado. Saludos.,add-users-to-tenant-kilo
214277,Asociar mi usuario a un tenant de EPG-KILO,Buenos dias. Me han pedido ayuda los desarrolladores de mi proyecto para la migracion y configuracion de las redes en el nuevo EPG-kilo. Queria pedir acceso para mi usuario arv al tenant en los dos endpoints Icehouse y kilo. Un saludo. Alejandro.,add-users-to-tenant
214277,Asociar mi usuario a un tenant de EPG-KILO,Buenos dias. Me han pedido ayuda los desarrolladores de mi proyecto para la migracion y configuracion de las redes en el nuevo EPG-kilo. Queria pedir acceso para mi usuario arv al tenant en los dos endpoints Icehouse y kilo. Un saludo. Alejandro.,add-users-to-tenant-kilo
214396,Usuario OST para poner en jenkins,Hola necesito un usuario generico para el tenant -test para usar desde jenkins y no tener que poner el mio personal ost-jenkins-m m y misma pwd Saludos. Eloy. --,add-users-to-tenant-kilo
215568,Solicitud creacion wiki para proyecto,Hola necesitamos wiki para proyecto RETRASAT creado en git y jira. Nombre el mismo retrasat Acceso privado a los miembros registrados Administrador jdg Javier Diez Gomez Muchas gracias. Saludos. Javier Diez Set-top box Middleware Partnerships Video Technology and Devices Email javier.diezgomeztelefonica.com Landline - Mobile Distrito Telefonica - Madrid Spain Telefonica Global CTO,create-wiki
215797,Solicitud de acceso a openstack,Buenos Dias Necesitaria acceso a https openstack-epg.hi.inet Un saludo,add-users-to-tenant-kilo
216155,Solicitud de acceso a tenant,Buenas Solicito el acceso del usuario jlhr al tenant de EGP jetsetme-test con los mismos permisos que mi usuario amrd. Gracias de antemano. Un saludo. Manuel Rodriguez Jaen Operations Delivery Service Engineer SmartDigits Telefonica Global Resources antoniomanuel.rodriguezjaentelefonica.com skype manolo.rj,add-users-to-tenant-kilo
216330,RE documento Beacons,Hola Me pongo en contacto con vosotros para ver como podemos organizar el traspaso de la maqueta y el codigo del piloto de Beacons de Consum. Por lo que se se trata de un par de maquinas virtuales y unas app de movil. Son muy grandes En un momento dado cogemos un disco duro y vamos a buscarlas a donde sea o si no pues un wetransfer o algo asi. Por otro lado me gustaria tener una sesion de transferencia de codigo en la cual nos podais contar un poco como esta estructurado y la arquitectura de la solucion pero no se si para eso deberemos esperar a que se reincorpore Raul. Gracias y un saludo From IGNACIO MARTINEZ DE LIZARRONDO Sent Wednesday January To GEMA GONZALEZ JIMENEZ gema.gonzalezjimeneztelefonica.com Manuel Ferrero Leonardo manuel.ferreroleonardotelefonica.com RAUL YUSTA RUIZ raul.yustaruiztelefonica.com ANTONIO GONZALEZ CAMACARO antonio.gonzalezcamacarotelefonica.com HECTOR MOYA PLAZA hector.moyaplazatelefonica.com Cc Felix Diaz Fernandez felix.diazfernandeztelefonica.com SALVADOR SANDOVAL ALONSO salvador.sandovalalonsotelefonica.com Eva Maria Perez Marcos evamaria.perezmarcostelefonica.com Subject RE documento Beacons Hola Gema Ahora disculpas por no contestar. Si veo que el email que enviaste en diciembre cuando estuve fuera no se contesto. Antes de que me marchara se presento una oferta a Consum con el scope que hablamos en la ultima reunion que tuvimos. Te adjunto el documento de oferta ultimo de TSOL que consta en mi poder. Basicamente el alcance era el tener una plataforma similar en cuanto a funcionalidad a la que tenia Bwise pero sin la parte de la gestion de campañas. Es decir el scope del proyecto es Plataforma de gestion de beacons configuracion localizacion Sistema de reporte Gestion de mensajes iniciales de bienvenida Poner a disposicion de el proveedor de la app de MundoConsum el SDK para su integracion. Instalacion y mantenimiento de los beacons Con esto que es un scope muy similar al del piloto hay otra serie de temas adicionales contestando a lo que preguntas La integracion en plataforma nos permite poder ofrecerlo a cualquier otro cliente Salvo implicaciones que ahora no tengo en mente no hay problema de distribuir en otras geografias salvo el tema de la instalacion de los beacons. Pero ya montamos nuestros servicios en mas de paises y la instalacion de beacons no es un problema. Lo que si queda mas para una fase un poco mas avanzada es el tema de gestion de campañas CRM... Estamos viendo a distintos proveedores para ver si podrian encajar. Donde tenemos que avanzar es en el tema de la migracion no se si nuestro equipo habia vuelto a intentar contactar con EPG. Manuel Ferrero Leonardo mailto manuel.ferreroleonardotelefonica.com HECTOR MOYA PLAZA mailto hector.moyaplazatelefonica.com como Raul esta de baja contactais con EPG para continuar con el tema de la migracion. epgtid.es Te convoco cuando nos vea un hueco y avanzamos Saludos Iñaki. De GEMA GONZALEZ JIMENEZ Enviado el lunes de enero de Para IGNACIO MARTINEZ DE LIZARRONDO ignacio.martinezdelizarrondotelefonica.com mailto ignacio.martinezdelizarrondotelefonica.com Manuel Ferrero Leonardo manuel.ferreroleonardotelefonica.com mailto manuel.ferreroleonardotelefonica.com RAUL YUSTA RUIZ raul.yustaruiztelefonica.com mailto raul.yustaruiztelefonica.com ANTONIO GONZALEZ CAMACARO antonio.gonzalezcamacarotelefonica.com mailto antonio.gonzalezcamacarotelefonica.com HECTOR MOYA PLAZA hector.moyaplazatelefonica.com mailto hector.moyaplazatelefonica.com CC Felix Diaz Fernandez felix.diazfernandeztelefonica.com mailto felix.diazfernandeztelefonica.com SALVADOR SANDOVAL ALONSO salvador.sandovalalonsotelefonica.com mailto salvador.sandovalalonsotelefonica.com Asunto RE documento Beacons Hola Iñaki feliz año para vosotros tambien. Disculpa que no te haya contestado ante,add-ftp-user
218822,OST Añadir usuarios al proyecto,Buenos dias Queria dar de alta en el tenant de Openstack que tiene la iniciativa de Cloud y -dev a los siguientes usuarios aus msv pgb lgf Un saludo y muchas gracias Jose Ã�ngel,add-users-to-tenant-kilo
219232,Alta en Openstack,Hola Seria posible darme de alta para poder utilizar Openstack. Gracias y un saludo -- cid image .png D C . FE EFA Xavier EscribÃ� Sanchez Telefonica Global Resources sM M Operations dSMC Advanced Team Diagonal Barcelona Spain. xavier.escribatelefonica.com mailto xavier.escribatelefonica.com cid image .png D C . FE EFA . . . cid image .png D C . FE EFA xescriba,add-users-to-tenant-kilo
219335,Acceso a OpenStack EPG,Hola Necesitaria que se metiera dentro del proyecto de OpenStack a los siguientes usuarios Javier Sanz Benede javier.sanzaurigae.com mailto javier.sanzaurigae.com Usuario TID jsb Daniel Hernandez Zafra daniel.hernandezaurigae.com mailto daniel.hernandezaurigae.com Usuario TID dhz Alejando Soto Aguilera asotoaurigae.com mailto asotoaurigae.com Usuario TID asa Muchas gracias por las gestiones Un saludo David David Perales Ferrera Development Lead Manager Global Cloud Services Telefonica Business Solutions M david.peralesferreratelefonica.com mailto david.peralesferreratelefonica.com Distrito Telefonica Oeste building th floor Ronda de la Comunicacion s n Madrid Spain,add-users-to-tenant-kilo
219581,openstack m m,Hola en SMART M M necesitamos OpenStack para los tests de componentes que estamos desarrollando para la plataforma. Para empezar con ello necesitaria -tenant de pruebas para QA -acceso info wiki tutorialesâ � saludos Abraham.,add-users-to-tenant-kilo
